,customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
45015,77b08d9c6315882953ee9a24b9f92b5f,83,1,35.0,5,5,5,555
45051,77cd9974fb0d6d686e5f69e13b621419,75,1,30.52,5,5,5,555
45057,77d1c38d6cc3bc2b1b575097476543a0,78,1,9.9,5,5,5,555
45079,77dab9ef60e95dafb7555bc0f556df40,57,1,34.9,5,5,5,555
45096,77e6138a5046e3b23711c3d17721c8ce,109,1,39.49,5,5,5,555
45121,77f22f7becdc5a932cf8a050b28ce70d,123,1,29.49,5,5,5,555
45141,77ff3e22ab6e2f06e3b4b7b3ba582a04,85,1,37.8,5,5,5,555
45181,78199b9683c01e0d764ece9abfba71af,95,1,11.97,5,5,5,555
45189,781d3eea2e1510a0ff9e137878ab178e,76,1,15.19,5,5,5,555
45212,7827db8a8e439d919d8649b132df7061,71,2,25.98,5,5,5,555
45230,782de7052ff8ec3f9770843c3fbfd8bb,105,2,25.98,5,5,5,555
45237,78337577a7b3160393cf5f5e69f13d52,62,1,14.9,5,5,5,555
45249,783d82c1a8f9a43b9309e0ef3d2be665,98,1,27.9,5,5,5,555
45257,78438ba6ace7d2cb023dbbc81b083562,81,1,19.9,5,5,5,555
45260,78449129b97eb41e46418a648050d958,61,1,14.9,5,5,5,555
45262,784608ae9769c456e844ad45c1ef9e63,56,2,31.8,5,5,5,555
45272,784c407781aa34749a388c9283782b56,111,1,24.99,5,5,5,555
45295,785f8391b5df3c6711b981cbfc1a0526,96,1,27.9,5,5,5,555
45311,786a8055ff0d4ba3059cbd34e1fe64fc,80,1,21.99,5,5,5,555
45313,786cc4eab38165553b0fb0c53a35817a,54,1,25.0,5,5,5,555
45329,787ce24878a10ba3edc37411f8a2dfff,125,1,29.9,5,5,5,555
45341,788144ab1cae2ab28794815b0b101ee4,130,1,15.0,5,5,5,555
45353,788cbdfbcd36bc44ed880e34bd010c4e,95,1,19.5,5,5,5,555
45358,7890b33c012af712223e75ee7df8ba55,109,1,29.99,5,5,5,555
45439,78ce8956f81efe3cc1fdad3544381d20,55,2,38.98,5,5,5,555
45458,78dbb0a0c4b3d6ca743616323a56c47b,105,1,25.99,5,5,5,555
45471,78e5e5a5de6f4de446c8eb4509755a13,76,1,38.5,5,5,5,555
45497,78fb9eea9d926e3bda5305d45cf2c740,69,1,29.9,5,5,5,555
45607,794c653990d6308974884f5fe235a9a7,48,1,35.94,5,5,5,555
45654,7969cf61f33d9ffc12386debfb42c2c1,63,1,30.0,5,5,5,555
45730,799d6b19e5ec98c1b865f2382a1e2503,75,1,36.75,5,5,5,555
45782,79c37f22a1a04079311e56fd75bdc47f,119,1,12.9,5,5,5,555
45785,79c5eed952e748a096abe752f04b6478,96,1,26.5,5,5,5,555
45793,79ce39c174104d81e55e38e2912d437c,116,1,29.9,5,5,5,555
45808,79d7e956c2d03b3e3113f470935ed88d,126,1,29.8,5,5,5,555
45811,79d9271e1bd3984404a8b296a6de3c42,70,1,29.99,5,5,5,555
45814,79da4122efa01df877a02a7d0d0b58bc,64,1,16.9,5,5,5,555
45834,79e4ac5ef12e80fa1a850417b9c2156a,85,1,27.9,5,5,5,555
45862,79fb413fa9fc055b6da5fdcc04315f94,70,1,8.0,5,5,5,555
45865,79fe689fc7ef8ebf72cfef260273c6ed,99,1,29.9,5,5,5,555
45908,7a1cfeb806ebb04fca2103766f26e08e,78,1,16.22,5,5,5,555
45924,7a24f850592485f402c7038ca51efe3b,49,2,37.98,5,5,5,555
45999,7a4f3a868af0521a7f527d78f5fa2390,94,1,25.0,5,5,5,555
46007,7a52f913ac1ee1a5e6dc2d38423bb756,81,1,22.32,5,5,5,555
46026,7a60c49de204bb732d997d4382b7a0ec,48,1,19.0,5,5,5,555
46043,7a6db14451dc639c79aed1792daf330d,118,1,29.49,5,5,5,555
46059,7a73b87a6eb83ca9c6e2e8c0b2f03161,96,1,38.9,5,5,5,555
46070,7a7d6b506791478fbec785458412fd17,61,1,34.5,5,5,5,555
46078,7a8425b03cffa0ddba84d4277b7a4e7e,70,1,9.88,5,5,5,555
46115,7aa26efe875af01d3a224f7f0c029bb2,46,1,26.5,5,5,5,555
46140,7aafcf87d5a51f369f4a527a30cfa338,54,1,27.9,5,5,5,555
46146,7ab1e0974193f60d5db1140b566919bb,118,1,29.1,5,5,5,555
46287,7b18513ebd2fce36ff6408b7805252d6,88,1,23.99,5,5,5,555
46300,7b223c067f465acef7f67a7ec41004a3,128,1,37.0,5,5,5,555
46342,7b3a3ec1498bfbfa893ff037034cd0a9,57,1,24.99,5,5,5,555
46368,7b4ed170927898dcffff911ace8c5d76,95,1,28.99,5,5,5,555
46410,7b6d1cb3dfe690a0b491f784fbd9db64,56,1,14.85,5,5,5,555
46434,7b7e5711bfaa0c6b06bc6328453fae8b,48,1,17.77,5,5,5,555
46465,7b94d40f0c7081bad6479daa01ef73f6,50,1,19.9,5,5,5,555
46489,7ba45738393d29e95932601bd28031bc,103,1,24.9,5,5,5,555
46495,7ba7d0e0202fc622e5b327fdb02434c0,84,1,36.99,5,5,5,555
46558,7bd7c3630d55f5fd4bb300059125370a,75,1,30.09,5,5,5,555
46578,7bddfca0e860e120fd4ef769c449ddd4,106,1,22.32,5,5,5,555
46594,7be66961ab23c787a83689e798f121a4,117,1,38.9,5,5,5,555
46595,7be67d03028a7dcc2b3399ba290f8a45,56,1,14.89,5,5,5,555
46597,7be913d53481da4195609f9dc1ea373d,72,1,29.9,5,5,5,555
46606,7bedc4b5a1d3909da4c37de13206b87f,97,1,11.49,5,5,5,555
46647,7c0605df06c3a1e1127436b4508559f3,64,2,36.64,5,5,5,555
46687,7c21b22cb0e33c875265ecc2c0b772fb,116,1,25.0,5,5,5,555
46688,7c21bd5b2cbccfd0cb432b73153afb1f,105,1,28.9,5,5,5,555
46717,7c31b35bce44552d9bab64daaadc1098,102,1,29.9,5,5,5,555
46726,7c38e0023219a6589c20a892d51c5598,125,1,29.9,5,5,5,555
46728,7c3944f1b25c635da4e81b7e2c712a7f,119,1,29.98,5,5,5,555
46736,7c3ebdf38a38927b0e184ef86d92ce8e,103,1,24.9,5,5,5,555
46752,7c49e9f39b3edb70c81f1b9a3c443b06,83,1,29.9,5,5,5,555
46792,7c5f2bf1eb681316188352257eab6baf,68,1,29.99,5,5,5,555
46805,7c693a76aa27676d2ad09dbb1a64f698,105,1,27.9,5,5,5,555
46810,7c6c12489e36aafa4ab5dfcfef887475,112,1,29.99,5,5,5,555
46817,7c6f85d218c8e1b11d5850ab745c18ad,67,1,12.25,5,5,5,555
46824,7c71fa0871e272a25eeccac52af90595,26,1,25.97,5,5,5,555
46852,7c87a3891b2629848f3369eafacf7e0a,84,1,24.99,5,5,5,555
46930,7cb07e905e7172ce6c04eea5eed5888d,63,1,33.9,5,5,5,555
47005,7cde62de1829a94f842f7176d56250cd,119,1,27.9,5,5,5,555
47033,7cf345a01640ff975fc5e3baea23e56a,119,1,19.9,5,5,5,555
47085,7d1b755bfda95a6fd7ad1f97a83234fc,119,1,29.99,5,5,5,555
47093,7d20dbb6b87656a8657915adaf75b20f,55,1,38.0,5,5,5,555
47097,7d24a4f248c9d34b88eae8d6e120e49c,84,1,29.0,5,5,5,555
47103,7d27a33a8ff0ddca1e52596e7977c9b7,95,1,24.9,5,5,5,555
47135,7d4024a33d15af87c7e47ee51976b556,89,1,19.99,5,5,5,555
47145,7d49493a8c9e940d1e75b3dd732191f3,105,1,38.49,5,5,5,555
47154,7d4c2f26339ec3889de2483be32d34d5,48,1,12.0,5,5,5,555
47175,7d5b411bd834a0869611a61e01a7cf15,71,1,7.5,5,5,5,555
47183,7d5dd0076e9b3b10de042c179d8c3d30,47,1,20.9,5,5,5,555
47226,7d76ebf018179f7d4c113d553ea71cc1,112,1,21.9,5,5,5,555
47231,7d7e1a20038b10bce939fe27b99e400f,113,1,27.5,5,5,5,555
47232,7d7e1b92612e4b349ca697d307c6d74f,63,1,14.99,5,5,5,555
47233,7d7f08e05db9522cd32a297786532d45,71,1,25.73,5,5,5,555
47255,7d8b23fa4fbd0c8c95d7e8da1c5e84ba,112,1,19.33,5,5,5,555
47351,7dbed95882f0d8bdb7279f822f09bd96,70,1,29.9,5,5,5,555
47360,7dc1821631462acf95325b46d1be5345,116,1,29.99,5,5,5,555
47365,7dc72a75eac457ae01e085846b836cd6,104,1,35.9,5,5,5,555
47369,7dc85f58cadcc624d2f05f6a2049dc04,103,1,19.9,5,5,5,555
47399,7dd5c1566fc89f51e10d018c551e43e8,103,1,27.9,5,5,5,555
47442,7df479fc612c759bcdda62339fbf65dd,46,1,36.82,5,5,5,555
47467,7e02b16d28f8d9a188d9052436078e8f,120,1,23.9,5,5,5,555
47501,7e1d6ae9c77f1010a374656024661408,116,1,33.9,5,5,5,555
47504,7e1e78509e303571ba3df752830cd299,127,2,25.8,5,5,5,555
47517,7e265cfd79bbf7855fef7f22b2d0a01c,105,1,34.0,5,5,5,555
47520,7e29d996caf508b65825f57600ebef69,54,1,24.53,5,5,5,555
47537,7e33974689e3c8ee4d194bd6233cb89a,103,1,18.9,5,5,5,555
47540,7e3721f04862909bc9e85394898019f4,113,1,24.99,5,5,5,555
47592,7e582b8e7ecb568c332560a6545ad313,104,1,26.9,5,5,5,555
47666,7e8e59901070f1958fdc4787641849dc,103,1,32.9,5,5,5,555
47807,7ee7ed0667b079821f3189eafafeee4a,71,1,39.0,5,5,5,555
47824,7ef663a8207160332584b183b6cdd739,57,1,35.0,5,5,5,555
47844,7f033cc612ecfffbe7c1ca5e4807a5cf,68,2,37.8,5,5,5,555
47878,7f1fd0d4e16c56fa7dd4adf4a0c03684,68,1,31.9,5,5,5,555
47892,7f245302e780e8ebdf21176e6417e77e,105,1,24.2,5,5,5,555
47941,7f47a7d349a434260b82b105c1f189a9,105,1,35.9,5,5,5,555
47988,7f67f25d7af1b0e5955c58f844aa41c1,87,1,25.89,5,5,5,555
48006,7f6ea1a57ef2691275b59aa3322ee717,98,1,15.0,5,5,5,555
48010,7f72f62adb974dc47f0139f5c09b1243,74,2,23.98,5,5,5,555
48077,7fa77a62ee4479da8ccaff4591d2f86b,53,1,12.88,5,5,5,555
48080,7fa91b7ff8f3120ed5cbba8f35d0de1d,129,1,22.0,5,5,5,555
48093,7faf9c260f51ec1b1e441defba82da35,117,1,24.99,5,5,5,555
48155,7fd6f0fdf33b9d37fe4ccd06c3eeebd8,78,1,30.0,5,5,5,555
48171,7fe022a904d647429c6e08a8f34c9b22,56,1,16.49,5,5,5,555
48199,7ff34226960dc48e31bf5bf5188201ac,84,1,20.0,5,5,5,555
48248,8013a33161d0b154e440f3ecb285dd41,109,1,34.99,5,5,5,555
48256,8016d8085d0ac1f2b9f92022d07f1ee8,112,1,37.47,5,5,5,555
48267,801d3adce37e5f15cd3f68c79e0209a2,64,1,31.99,5,5,5,555
48330,8054353ddf4b0467f31987ace6bfef6d,68,1,27.9,5,5,5,555
48350,80662443ffd5b34b6b467d7590e90308,115,1,12.25,5,5,5,555
48354,806be13e55f43711b59f751f9ee83022,116,5,19.5,5,5,5,555
48366,807273345adca6ba9c3ddf306db4a6f0,56,1,31.9,5,5,5,555
48402,808f31b30bbe88397edebff7fd6f7f08,76,1,30.0,5,5,5,555
48470,80b980f78e474fd033f298daeb5663f2,74,1,29.99,5,5,5,555
48570,8100eea287c70641a7af75e848cae7a6,71,2,29.64,5,5,5,555
48581,810a1114071535cd94e036517d4f95d7,97,1,14.99,5,5,5,555
48598,8110c15004d4a39eea1ca78bf5e6cfe6,117,1,13.49,5,5,5,555
48616,81225433fe3a6874317ba614698deeec,77,1,39.67,5,5,5,555
48684,815a680608ecf58bb28d25fbb5c82ec5,76,1,21.1,5,5,5,555
48701,8168b5079d6ea023893d64ff63f7c4c7,116,1,20.0,5,5,5,555
48743,817c0a5bba6ada57e5de2262bee76be6,55,1,24.99,5,5,5,555
48792,819cbd55a98fda9364f7241bc8336a14,62,1,25.06,5,5,5,555
48797,819f448337cc569605146b74bb45ee6d,119,1,19.9,5,5,5,555
48820,81ac2682a2b8aef4195465492dd0f14c,61,1,32.0,5,5,5,555
48877,81d8e3b6ba54d1dcc3f78a4099d2a192,74,1,26.4,5,5,5,555
48886,81df28f929296b9240d2dfb837ccfd5e,62,1,22.0,5,5,5,555
48911,81ee77ee8d1e9675aa596585f370c795,112,1,27.9,5,5,5,555
48925,81f8204c7b60cd52de8b41af67772d4b,55,1,29.9,5,5,5,555
48932,81fcd802d74cece79db578cf4bb3b9ba,55,1,32.4,5,5,5,555
48967,8218a4be21e32df9c2fc3231c48f5279,63,1,27.99,5,5,5,555
49045,82483eb0f6d24111bdc5a57ccde9219c,118,1,29.88,5,5,5,555
49061,82532b2c41a2e45166b1e5a01d1df651,98,1,34.9,5,5,5,555
49068,8257e68ea0c6c6bd319175e224c307b7,88,1,25.9,5,5,5,555
49079,825f58ca9af74f7fed6d0e24f5e12fe2,97,1,32.9,5,5,5,555
49144,828a9b9f129a8b103ad146559a75d4c6,49,1,37.19,5,5,5,555
49155,82915940532c766c49e832b009f9cccd,53,1,15.0,5,5,5,555
49207,82b894756246835dcfe03708d3ab53f9,120,1,29.49,5,5,5,555
49233,82c9ee00043a08853ffa97cf3cc9b289,70,1,10.0,5,5,5,555
49241,82cfbe4fb82b2551ad2e05be8c255ca5,83,1,36.9,5,5,5,555
49258,82dadd35c959838f756d2e8f3ef3f330,116,5,17.5,5,5,5,555
49261,82dd196b2b5b57785945aa2f471a35f9,81,1,27.99,5,5,5,555
49293,82f7651d498a901c651f2aea61b7262e,56,1,13.9,5,5,5,555
49299,8300180aad835b088aefe6bcbac58263,57,1,24.8,5,5,5,555
49334,83152251d2f12e2efa0df205c38f78be,78,1,27.9,5,5,5,555
49347,831fc42cbb28facf21ef22c90a53e85e,104,1,17.99,5,5,5,555
49357,832506482761a32fc44c20387ad2f5f4,103,1,39.0,5,5,5,555
49386,83363e2b97e2a94fef272c583596704b,110,1,22.49,5,5,5,555
49388,83375fbd35401ea072dae5c4840878c7,120,1,23.6,5,5,5,555
49412,8346871a40eb7d34a0de012dd8730ab2,76,1,37.9,5,5,5,555
49414,83486328de12e85d29b27790fd68f911,56,1,13.99,5,5,5,555
49431,8357f83328ee3f5e579988844539522d,112,1,28.9,5,5,5,555
49442,835f0839de5bb6a2928f7343a9293245,123,1,32.9,5,5,5,555
49455,8366bc749e2f3709d2687c1e446d64c6,99,1,13.99,5,5,5,555
49464,836ac53e072a95b5b18cbaa4a4f67f7e,76,1,19.99,5,5,5,555
49515,8390bc1e3e8bb0980eeed9113b18ad33,85,1,31.9,5,5,5,555
49536,8397372fbe2dd1038114cece54a82c04,116,1,19.0,5,5,5,555
49546,839b34274b35a7d587a82f2d22d4adb9,71,1,29.9,5,5,5,555
49558,83a4c167271d0e1fd401e9f18a66d7c7,126,1,9.9,5,5,5,555
49659,83ebae14081d4c34019e8c1811df86f7,103,1,22.5,5,5,5,555
49661,83ec2d588690ad4dffcd98fc9565478a,78,1,29.9,5,5,5,555
49701,84022f0b4a55c6fa83660c019d91ec08,83,1,24.9,5,5,5,555
49705,8404096c5c0ab0cfcf76fbf0ab1b7885,105,1,38.9,5,5,5,555
49733,8411dca0406fccfdcbdfd5dbb2df3fce,63,1,39.0,5,5,5,555
49752,841de7bc0b593cc61eff8ca0fb1dfef8,50,1,19.9,5,5,5,555
49870,847401f6c0587e1f78ac1104e3879cb2,117,1,13.65,5,5,5,555
49873,84762f02a72a9136840250490c642f8c,50,1,36.9,5,5,5,555
49899,848a74f166dd8555ddff084687ccf394,110,1,27.49,5,5,5,555
49933,84b105f64811531772a6ea55c14129a9,57,1,20.9,5,5,5,555
49942,84b5db55a21ad27366b78ad45b8b8544,69,1,14.9,5,5,5,555
49990,84d7fc1855828ec6618e352ffc20aeaf,96,1,31.99,5,5,5,555
50018,84e52783193cefa19bc60f352ffbc6fd,76,1,25.9,5,5,5,555
50039,84f30d2805ae1bddbe5deefc84c80cd0,125,2,19.98,5,5,5,555
50082,8511391dc75fca4d08cd7ae54a049606,78,1,39.0,5,5,5,555
50103,85204a33560ea671ee5df3dc91c8361b,103,1,14.33,5,5,5,555
50116,852de476b6c9c3cb40da002ab67d5c5d,71,1,26.9,5,5,5,555
50126,8533aa252bf31a01e141f49c31cf319a,49,1,24.0,5,5,5,555
50162,854d301fa7b72c81edc9f4109bda89cc,64,1,12.88,5,5,5,555
50163,854e4647a09c84c5eb8db03e6328c2ef,62,1,17.45,5,5,5,555
50202,8568c1a8472b76f6399440bdf4578f1b,96,1,37.0,5,5,5,555
50216,857653b0eb3d3c5634481c63cae0cf69,126,1,13.77,5,5,5,555
50287,85aac716db9b14a50dcd9c12ba036eaf,110,1,26.0,5,5,5,555
50290,85ae2de087457515b13ff3c7c21940f5,120,1,24.99,5,5,5,555
50328,85c6c4e698dd725c955890b4c5b54663,61,1,29.9,5,5,5,555
50332,85c95113b1158d7ec148427c0a223c92,48,1,8.49,5,5,5,555
50334,85cd3b35a471fb958a08b4b08fbd1617,117,1,37.9,5,5,5,555
50376,85e97f3b4413ab6e7241ec707a9e8410,118,1,20.0,5,5,5,555
50401,85fa08abb6d9f3bdec5bc578ee0a1b39,57,1,17.49,5,5,5,555
50511,863f773a96fc2d7e114f0bdad46252c9,89,1,27.49,5,5,5,555
50561,865f156230a67d5d9654373482f92695,55,1,15.9,5,5,5,555
50661,86a86095c835b9ad8633982e96fd84bf,61,2,15.0,5,5,5,555
50675,86b054247fca7d67660e38d08900d129,104,2,23.8,5,5,5,555
50710,86cc0af6acddf198ff26add9318add1d,109,1,16.3,5,5,5,555
50798,870a2ecbfbb1a8ab339c721efb886732,54,1,29.99,5,5,5,555
50833,871bbb7876617cfe857ea6d2ca7c8f4f,85,1,33.9,5,5,5,555
50852,872917a4ccc25ab1556c80a05a66e862,56,1,30.0,5,5,5,555
50853,872982846d243af2b72d9a3da8dfe5f6,69,1,24.53,5,5,5,555
50893,8745b35618d22fea8be7fff3e7e71e91,82,1,38.0,5,5,5,555
50971,877bb7b491518f3bd6f821bf1791b2fc,61,1,23.95,5,5,5,555
50990,8787ba68a8789a9f9e2491e011573d10,57,1,29.9,5,5,5,555
51038,87af82b8a09271d8cb7596bb9e8fca5e,84,1,37.0,5,5,5,555
51081,87cc80e439ab356ef3b045e8be9bcea3,76,1,29.0,5,5,5,555
51089,87d04df629e1ac4cfb5cbdb9ca9b5d3f,53,1,27.9,5,5,5,555
51127,87edd217bd6fc063e3bcaded331967a7,88,1,24.99,5,5,5,555
51156,87fd72ce15086b3ccfc1c40050b5a033,103,1,14.9,5,5,5,555
51158,87fe261486a89deb4720353f02f82a23,125,1,29.99,5,5,5,555
51160,87fff63f8d7ea42400fbb739071ae525,75,1,24.87,5,5,5,555
51182,880f0ba5c07d5b9d97c38814323106d7,81,1,29.99,5,5,5,555
51200,88206da384579aec06cbca25d61dfbf9,70,1,21.9,5,5,5,555
51228,8831fea70c573fc056de9a71bd15a88c,48,1,18.9,5,5,5,555
51230,88322ac54c0a72042d0dac336eea9fbf,68,1,29.9,5,5,5,555
51266,884a0382689fb4085be0b4811e3a4d59,110,1,27.9,5,5,5,555
51281,884f8c52120644a232953881424cc353,56,1,37.0,5,5,5,555
51317,886b49d12074e82e2587e7e09fd1f7d0,112,1,29.99,5,5,5,555
51324,887193b0e6d96de4991ec1858cf75220,83,1,17.99,5,5,5,555
51328,8873f5a110faa2254cef34b78aad69b7,88,1,27.97,5,5,5,555
51339,88782b2c9e75029d37432e25fdd9839c,48,1,39.0,5,5,5,555
51340,887859ee8692098a45898e5917a999a7,103,1,19.69,5,5,5,555
51345,887a7f0cf91952bc799bc7a555262389,71,1,29.0,5,5,5,555
51409,88b0bac2d79ffc97560b013de0f97f4e,64,1,28.99,5,5,5,555
51451,88d4c18326bbe6b94df6b56706ee61e8,97,2,35.8,5,5,5,555
51467,88dc2fd9f370819ccad550243f836229,97,1,39.5,5,5,5,555
51501,88f63e38cce5dfa298782ad150309cde,80,1,17.9,5,5,5,555
51552,89130e32fe11dc4bceeae5136bcb3a2e,53,1,27.19,5,5,5,555
51590,892d0f0cbb0f1575faf3563f15bcfba0,78,1,14.9,5,5,5,555
51600,8937aa61b5c46df7ea740a6c4c3a0b27,78,1,19.0,5,5,5,555
51685,8965c086fbf920c2a892239ef7bd2781,77,1,32.0,5,5,5,555
51716,897b7f72042714efaa64ac306ba0cafc,67,1,26.99,5,5,5,555
51718,897bc7880413bc27e5cfd8dfaf16e792,82,1,32.9,5,5,5,555
51752,898d30a29933c1c06832758b046109fe,110,1,27.9,5,5,5,555
51765,899400096395390baa4eee908a55dd73,50,1,16.99,5,5,5,555
51792,89a6b1bfbe1b366503995b8df4c49450,67,1,37.99,5,5,5,555
51810,89b009b9871c7df3d23c56b673ddef57,63,1,35.0,5,5,5,555
51833,89c4c6c5d68dd784c4bd60c4d4500e4a,120,1,15.9,5,5,5,555
51846,89cc6bc87c7d96b36dff1b1c1233e884,109,1,32.0,5,5,5,555
51876,89e4a2b4ea9a68c1fae1411107ed0bfa,124,1,27.99,5,5,5,555
51883,89ed9f545e7adb16e072d52358423f8c,130,1,30.0,5,5,5,555
51900,89f95811429721f15d1a548d33124c86,54,1,38.4,5,5,5,555
51908,89fe1107a7a7a8e70a256454d3da5335,74,1,14.9,5,5,5,555
51914,8a01407aaa1f8466d91ca61353a5a469,67,1,17.0,5,5,5,555
51981,8a326e7047361f829ca979a7d532d1b4,71,2,23.98,5,5,5,555
51988,8a35aff2d4f16bb6efa2b091d6f54719,82,1,14.99,5,5,5,555
52158,8aa8286f108a5e6bdb8e64e07e33b5cf,126,1,36.0,5,5,5,555
52185,8aba041e11a46d24fa2c97001444b8c9,63,1,12.99,5,5,5,555
52188,8abb33c08bdc30fb47a63c25da22395d,61,1,14.77,5,5,5,555
52192,8abd8440d6a20d04de36f9030a6f7d44,47,1,19.9,5,5,5,555
52207,8ac977b83cae48a1d1216f13b06aaa2c,110,2,28.05,5,5,5,555
52214,8acc7f7c9e2667101df6b259513ecc9b,125,1,19.33,5,5,5,555
52221,8ad46ad4cb8d5301c884b799a72c3d65,119,1,18.99,5,5,5,555
52315,8b0f99083bbd56d7ff4c162a33d76847,67,1,15.99,5,5,5,555
52362,8b3245ecc602fe1004536d47df1facd1,114,1,39.0,5,5,5,555
52447,8b771adc0441ac4fdbb0f3304f284d0a,64,1,19.0,5,5,5,555
52493,8b9961ee7fbfe184efcc6e2b0c81e2f5,84,1,27.99,5,5,5,555
52521,8ba94df575a711d67b290b53bca38eed,102,1,35.0,5,5,5,555
52527,8bac3e94affaa3db3b8a26999b5b0f58,98,1,24.9,5,5,5,555
52557,8bbecefdad74647734aac4e73e3047f2,120,1,29.99,5,5,5,555
52619,8be45a1114ff0e79615f7b8189aec7df,25,1,24.0,5,5,5,555
52629,8beaa2764a9880bd5dd4872d4c49c9dc,111,1,24.99,5,5,5,555
52641,8bf4cd387c05a3f413601e3aeacf4765,103,1,34.49,5,5,5,555
52653,8bff651483a16d50c80378a565e0061d,62,1,25.0,5,5,5,555
52671,8c0b2ef9efb43af92d5c0afff70d33d9,118,2,39.3,5,5,5,555
52672,8c0b305bd4a7d01a811b4ab3f1f72cd7,59,1,17.0,5,5,5,555
52683,8c11c3b52e4a57398bfe1c249a4549e3,53,1,24.9,5,5,5,555
52685,8c13b0382b29fe9c46551ddc325a857a,110,1,27.9,5,5,5,555
52711,8c214c704bfb4f7a9044b714ea19dfca,47,1,32.0,5,5,5,555
52768,8c474b1f9450af16f71dc3e2302ec359,62,1,39.0,5,5,5,555
52801,8c5b2197015c09449bd9af3db8405e9c,47,1,28.9,5,5,5,555
52827,8c6dd8d4c67aba9eeff1cc996a8bc737,113,1,31.5,5,5,5,555
52846,8c79d93dd3718c97f2f4133f77c631fe,50,1,34.5,5,5,5,555
52852,8c7ff75abf2f52700bd2724b7e4a3589,126,1,8.7,5,5,5,555
52856,8c83d3f25416f79406586ed2755d7b4d,61,1,39.0,5,5,5,555
52857,8c83eead8d1d109caebbbe3347f82326,105,1,25.0,5,5,5,555
52877,8c9790f243de6c4fe54abedaff739359,82,1,39.0,5,5,5,555
52900,8ca4dd796c8520fe17dcb78c568685ca,50,1,38.79,5,5,5,555
52904,8ca8e4658e8e33b72a7f44bbe38ce1cb,119,1,18.0,5,5,5,555
52911,8cae9570f7b1e0f30b6a31ba75fd8314,102,1,33.9,5,5,5,555
52938,8cbdd6bf53357613715883305516dd11,62,1,29.99,5,5,5,555
52955,8cca079a61c78c1cc7a1a9ef4a6121e5,55,1,39.16,5,5,5,555
52983,8cdf2b75bd42e43c8c8648f4205d3945,97,1,6.9,5,5,5,555
53043,8d0c69a20b7069397a53a0c2f6ea4c0c,60,1,34.0,5,5,5,555
53056,8d12e45dee8c09b2510d95b8688a17a3,62,2,33.8,5,5,5,555
53064,8d16aed7e93d43028371270fe228b822,76,2,31.98,5,5,5,555
53083,8d2869f414fd231d62dabc5d84858f66,108,1,24.99,5,5,5,555
53086,8d2c23936bd043095fced5ced7fc3bc6,60,1,39.8,5,5,5,555
53089,8d2feb200cbe341f3e381de33cfe02a8,111,1,35.9,5,5,5,555
53137,8d4fb23fe96d3851e4f2ede32cd6a4b3,126,1,39.5,5,5,5,555
53140,8d507f583837f28f95948bf6acdf0c9a,96,1,29.29,5,5,5,555
53173,8d6aa832414bbe235edb680ed82d72dd,76,1,36.9,5,5,5,555
53233,8d9e0f2f8da28d693bda0da41529bbc8,95,1,35.9,5,5,5,555
53253,8da8819c5808c4bd18ccf60153c44ff4,85,1,19.9,5,5,5,555
53258,8dab87eadfc2c78d8bb4a17c25af51d5,81,1,26.9,5,5,5,555
53276,8db78eda876f02c5113ae17697ec1dd4,49,1,29.99,5,5,5,555
53278,8db99cc78f0035b7027d4d5da0466cdc,74,1,38.9,5,5,5,555
53288,8dbf7fdcafff8582fe61d95d288f87fd,104,1,32.79,5,5,5,555
53319,8dced7470b5bc14d4f839b73980acf30,78,1,10.5,5,5,5,555
53323,8dcf961ffcf501826028639b9ef25358,85,1,28.9,5,5,5,555
53350,8de07e375602b0f3ad7309d697357147,105,1,36.5,5,5,5,555
53357,8de6f82868b08133400ef13f255812d2,95,1,12.25,5,5,5,555
53363,8de96756639d09772d2f364c7c81c32c,67,1,32.9,5,5,5,555
53381,8df193dab10301e074e1c586c929a89e,70,1,15.0,5,5,5,555
53415,8e01d183e8e9f678a3c2df1b42dfd22c,109,1,14.9,5,5,5,555
53420,8e069736cdd121d166b7224578f3c332,106,1,24.9,5,5,5,555
53425,8e0d0cfab72f733812ae2f71669ce2d3,117,1,9.5,5,5,5,555
53432,8e11f6a9bcea2c1c95a7ff11b0316b22,63,1,33.9,5,5,5,555
53445,8e15fe472af5cb96afc1bc948b022b65,63,1,29.9,5,5,5,555
53521,8e4bd65db637116b6b68109e4df21b84,104,1,3.5,5,5,5,555
53567,8e6f5fce73ad1569600b35407ed6721b,125,1,18.9,5,5,5,555
53637,8e998a42d60ef12f9d2eef2a3aa5366e,75,1,18.9,5,5,5,555
53731,8ed8cc42ab6647f52d9cd6efd76f9081,88,1,12.88,5,5,5,555
53766,8eef778d4503babd0c72729b107387f0,127,1,27.9,5,5,5,555
53774,8ef1cfde70a8df9626df676a74558fcf,112,1,34.89,5,5,5,555
53826,8f11960c5362b638c98994092e0a45d2,99,1,39.49,5,5,5,555
53843,8f1a32257a013ab264c572e0b3ed01c4,115,1,14.95,5,5,5,555
53855,8f1ef83e4c4114368bfa4e4cd446ad51,87,1,17.9,5,5,5,555
53860,8f255887fe8b85c220e25b63ccd30a06,57,1,19.49,5,5,5,555
53874,8f2dbc1fcadb8bb144df2202bdc7aa9c,49,1,19.9,5,5,5,555
53881,8f32483562a37190f3fcdaa6289b1e4e,68,1,8.45,5,5,5,555
