,customer_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score
44818,772eb956145cd3fd50c2dc2db6cf0e7d,113,1,49.0,5,4,4,544
44822,7730643d49afd7440aba90e12dcd64b7,64,1,169.9,5,2,2,522
44825,77311c5e39497bf57a622362656e3c2c,57,1,66.99,5,4,4,544
44828,7736f29fbade4b21885578b5030282dc,124,1,298.6,5,1,1,511
44830,7737a567c9ae9ed302ab073bd7a9d60a,119,1,120.0,5,2,2,522
44831,7737d8841ed827cfc36e025cd99b13d1,130,1,27.99,5,5,5,555
44832,773955295ef286f5d3b8fca9caa6bd9e,77,1,30.0,5,5,5,555
44835,773aef8cbaeca83e52ccdef46bd502f4,54,1,19.99,5,5,5,555
44836,773b672fa164724437f6e8b82b6e0f06,82,1,199.9,5,1,1,511
44845,7742c0111a713083af57f1c9961023d5,119,1,72.9,5,3,3,533
44848,7744d6d84e95cfc8f50a4ce747ba21e4,49,1,19.0,5,5,5,555
44849,77455d55caf7492ef02147a2bd543b2a,71,1,90.0,5,3,3,533
44856,774a93f58af283167817a7a186680553,123,1,1499.65,5,1,1,511
44858,774b025b5826352130d8c56b14b1c274,108,1,39.0,5,5,5,555
44862,774c54ab7b502925eb6d1afd0c68c6ba,112,1,49.99,5,4,4,544
44866,774e66e7cd6a8969c433dc0961ebce0e,118,1,849.0,5,1,1,511
44872,7754cb08fba4a24784d7c29d94593b03,68,1,29.99,5,5,5,555
44873,77569b8bd05910409af265a9ca0e4cd4,125,2,217.66,5,1,1,511
44883,77613c35385f90bde78c9feb941518d4,110,1,49.9,5,4,4,544
44885,7762cccc9e7d358a7972e20199158510,63,1,75.9,5,3,3,533
44894,77682d57b408ae4e966b75af24ce0022,82,1,16.3,5,5,5,555
44897,776b26d2081b79fd39e1f83c973c7af5,109,1,18.99,5,5,5,555
44903,776e3127741b8d940d12afa4449e50a6,116,1,469.0,5,1,1,511
44905,776f08a4e825c406004d9e30e2096d17,63,1,79.99,5,3,3,533
44911,77725f1458a3c3efcbfa208fd02da9cc,88,1,199.99,5,1,1,511
44936,7783f4e9ee759a514cf6cb3c1a069dde,127,1,86.99,5,3,3,533
44940,778504bce13eb4db7d25932bb0eabba9,80,1,29.7,5,5,5,555
44952,778f92552296fa2e9a576df5114be74c,50,1,189.0,5,1,1,511
44956,779374a01158826a2cb8afa40ad327be,127,1,245.0,5,1,1,511
44958,7793ba04890e84aee53d94009056bfff,53,1,25.0,5,5,5,555
44960,7794a175e2771699e4dd7b1e141451e0,60,1,35.9,5,5,5,555
44968,77980d44bc9f65a31b9f6f132a345416,53,1,200.0,5,1,1,511
44969,77992c23eb50255f67fbebe40710ce50,60,1,20.0,5,5,5,555
44970,7799674e081f0c2366343cdbc6e59ab0,55,1,57.99,5,4,4,544
44987,77a32ac57bf375bad458eaa8c91159c4,53,1,142.0,5,2,2,522
44988,77a34d46f6ebd1dcb9b4df9ae5739226,99,1,3.0,5,5,5,555
44990,77a3f425bfe0e078f75c7ae410d5207b,110,1,242.0,5,1,1,511
44992,77a6136f49bac0c337eb24e043f624b4,116,2,728.0,5,1,1,511
44994,77a7c76e4281241373f795779bdb49dc,88,1,34.9,5,5,5,555
44997,77a8648e1307e78ab3252b2e6e5edfb6,95,1,21.0,5,5,5,555
45000,77ab23539f45150a72717fc95ef3e503,78,1,79.99,5,3,3,533
45004,77ac76472ef4ecfcfbc6b72a5057f616,96,1,33.9,5,5,5,555
45012,77af83f190510a8bb222d2b2754a9ba8,78,1,429.98,5,1,1,511
45015,77b08d9c6315882953ee9a24b9f92b5f,83,1,35.0,5,5,5,555
45017,77b0eb29cae47c657b29c3d0dcb84086,120,1,79.9,5,3,3,533
45019,77b2063010087502d849d81480f6420e,130,1,146.65,5,2,2,522
45028,77bc6647d4153a4c9c2e74549dd1629c,77,1,197.9,5,1,1,511
45030,77bcab6dd4a3f32f074693436c534da6,77,1,149.0,5,2,2,522
45031,77bcb93bc3e478b31dbaec0f96d3c3b6,78,1,179.99,5,1,1,511
45033,77bdefa289f03aa2549e5546923cc5b2,110,1,44.4,5,4,4,544
45035,77c0e0ac4e38289361b25cfdb1845bcf,64,1,99.9,5,3,3,533
45039,77c43b96370f1fc12c32a73629f20820,98,1,68.0,5,4,4,544
45043,77c6a74373965c4872dfca1fec219d0d,114,4,199.6,5,1,1,511
45051,77cd9974fb0d6d686e5f69e13b621419,75,1,30.52,5,5,5,555
45052,77cdcacc9685e05bb13f514d180d1cdd,117,2,49.8,5,4,4,544
45057,77d1c38d6cc3bc2b1b575097476543a0,78,1,9.9,5,5,5,555
45060,77d26bcf98f1185febc59b7a80a13a2d,104,1,79.9,5,3,3,533
45068,77d697d535b401291fd2a9efe2c9544b,124,1,1914.58,5,1,1,511
45079,77dab9ef60e95dafb7555bc0f556df40,57,1,34.9,5,5,5,555
45091,77e171fe757957d60d43bfb5fd0f027c,104,1,42.97,5,4,4,544
45096,77e6138a5046e3b23711c3d17721c8ce,109,1,39.49,5,5,5,555
45104,77e912c19fdfce2abed4fff5c47e5527,118,1,94.99,5,3,3,533
45110,77ebc669c95a4faf1c6b941b1e46e475,77,3,149.7,5,2,2,522
45112,77ecb0c9e88332432bb2b846dea32b2b,67,1,170.0,5,2,2,522
45117,77ef5c4759ca73c972dd784c5110def1,110,1,99.0,5,3,3,533
45120,77f22e8b0c6bae08b11ada6ef930f1bf,125,1,119.99,5,2,2,522
45121,77f22f7becdc5a932cf8a050b28ce70d,123,1,29.49,5,5,5,555
45126,77f5768427f2e8bc2958b4d206581529,124,1,179.0,5,2,2,522
45136,77fba1f66a8848b09bf7255bc00f67be,117,3,109.88,5,3,3,533
45138,77fe44efe5b14555df44f027cae1cdba,70,1,49.9,5,4,4,544
45141,77ff3e22ab6e2f06e3b4b7b3ba582a04,85,1,37.8,5,5,5,555
45144,78003bdedb0e24f82a2027221622ed27,49,1,289.0,5,1,1,511
45150,780486d22d6b4aee560876981959fc9e,54,1,151.9,5,2,2,522
45152,7806ee8ce58a419a70fafe0e2400befd,98,1,119.0,5,2,2,522
45154,7807e273d1323e27710c8887ecdd3540,118,2,56.0,5,4,4,544
45155,78080be5a90a5c6c1238c4dfb20c99ad,99,1,129.9,5,2,2,522
45163,780ba23c0b4feb4d05816336c771e549,66,1,44.0,5,4,4,544
45181,78199b9683c01e0d764ece9abfba71af,95,1,11.97,5,5,5,555
45184,781a63f927b6f2502e9267b3b7f285e3,74,4,439.6,5,1,1,511
45189,781d3eea2e1510a0ff9e137878ab178e,76,1,15.19,5,5,5,555
45190,781d747c16dbfb9977a8b4f6fef6b652,116,1,164.9,5,2,2,522
45192,781de2cd92ae008925e19e520732bc2d,85,1,259.25,5,1,1,511
45201,7822d16f7560fff772f780fc8b47bb24,75,1,89.0,5,3,3,533
45204,782439c1913d6f928285350906a9662f,49,1,139.9,5,2,2,522
45208,78271239f7403a3148b202c9f1b26036,96,1,247.9,5,1,1,511
45211,782776350a20f5b2f257784336e42b41,47,1,188.0,5,1,1,511
45212,7827db8a8e439d919d8649b132df7061,71,2,25.98,5,5,5,555
45220,782a9d54af42b95ff6da5a84b90e5c41,77,2,237.0,5,1,1,511
45225,782cddca87150c8ef0de9f360ffb7bf5,120,1,157.0,5,2,2,522
45226,782d7378428276999daf47cec05cb938,96,2,220.64,5,1,1,511
45229,782da48634bfc38ff47f2048dec76ca2,127,1,110.32,5,2,2,522
45230,782de7052ff8ec3f9770843c3fbfd8bb,105,2,25.98,5,5,5,555
45235,78322edce10f273a39ad5d6e1dcc5c47,54,1,70.0,5,3,3,533
45237,78337577a7b3160393cf5f5e69f13d52,62,1,14.9,5,5,5,555
45244,7836f079e1b55a81c5e3ad8c5a7d0bb3,105,1,99.9,5,3,3,533
45249,783d82c1a8f9a43b9309e0ef3d2be665,98,1,27.9,5,5,5,555
45251,783f0cf708012c4c712921de5c773f10,63,1,40.0,5,4,4,544
45257,78438ba6ace7d2cb023dbbc81b083562,81,1,19.9,5,5,5,555
45260,78449129b97eb41e46418a648050d958,61,1,14.9,5,5,5,555
45262,784608ae9769c456e844ad45c1ef9e63,56,2,31.8,5,5,5,555
45266,7847f7fb1b9778b3a4d74621f9ea123a,117,1,799.0,5,1,1,511
45270,784901d3f22212ba0ea67576d2c41ffd,103,1,586.0,5,1,1,511
45272,784c407781aa34749a388c9283782b56,111,1,24.99,5,5,5,555
45275,784ea06d707eeb460893a573fa879dc2,127,2,272.0,5,1,1,511
45279,78519cf01865cbd8e54ae1dab60ef77e,130,1,119.9,5,2,2,522
45287,7856aaac2fe87c5394fac93513ff254d,78,1,69.0,5,4,4,544
45289,7859881299efaa8a5fe772a7c1d7b215,60,1,59.99,5,4,4,544
45294,785d58277167fdb610325bd2cc317287,118,2,89.8,5,3,3,533
45295,785f8391b5df3c6711b981cbfc1a0526,96,1,27.9,5,5,5,555
45298,786015ac3bb1bfad334407e389dbfe26,109,1,229.99,5,1,1,511
45306,7866a7e193350ce36b72ffe9ad407bc7,111,1,106.99,5,3,3,533
45311,786a8055ff0d4ba3059cbd34e1fe64fc,80,1,21.99,5,5,5,555
45312,786b132ea5316b4b8ee43854c89e1ff6,98,1,46.99,5,4,4,544
45313,786cc4eab38165553b0fb0c53a35817a,54,1,25.0,5,5,5,555
45319,7870ab8f62d9d80cc37ff5482d6cb2b4,102,1,199.9,5,1,1,511
45320,787105d518a38470555bbfe1978b63f9,124,2,79.8,5,3,3,533
45323,78783cd0f4085749b3c1b5eb9abc6d09,103,1,255.0,5,1,1,511
45328,787c8dad81798b72c5ae7d0ed526192e,109,1,117.7,5,2,2,522
45329,787ce24878a10ba3edc37411f8a2dfff,125,1,29.9,5,5,5,555
45331,787d7b6a8571b25652a185aae5ebc9b7,113,1,134.0,5,2,2,522
45338,787f8c6311a284b2fe65747d3e7ac255,62,1,232.75,5,1,1,511
45341,788144ab1cae2ab28794815b0b101ee4,130,1,15.0,5,5,5,555
45347,78875a0fca40b8c6efc4935ae3b02149,53,2,111.8,5,2,2,522
45350,788bac7c5c5f205ccd71fcc1033cc29f,116,1,97.65,5,3,3,533
45353,788cbdfbcd36bc44ed880e34bd010c4e,95,1,19.5,5,5,5,555
45354,788cffe37a94186e4ad9a9940f0f858f,65,1,49.0,5,4,4,544
45358,7890b33c012af712223e75ee7df8ba55,109,1,29.99,5,5,5,555
45361,7894c81ead8ddaa0d78631085bb3ec69,103,1,169.0,5,2,2,522
45362,7895438ecd36a2f65b03b2be35b02e19,95,1,289.9,5,1,1,511
45366,7897c2b0a7cb0636ec2d75020c14c1a5,121,1,80.0,5,3,3,533
45371,78995f8262c26c0c11fb3c90acf5cab2,53,1,129.0,5,2,2,522
45381,789e7fd3b32368aed09a7971f76758d8,64,1,99.99,5,3,3,533
45393,78a6006cf4a106dcb7d4b8f91e664860,77,1,69.9,5,3,3,533
45404,78ac9be1727e63c5059b77925c92c7be,124,1,99.0,5,3,3,533
45407,78b253918cda65d6ed0415f45d90ce4e,98,1,56.99,5,4,4,544
45412,78b62d86956ff92fb90758963d061c6b,117,1,79.9,5,3,3,533
45417,78b9600a08c5e140638ea940dc41cf84,123,1,49.0,5,4,4,544
45428,78c6ca3d7665d9763e3b7b13de57ddc5,96,1,367.9,5,1,1,511
45431,78c832f4d6afa7dedd954f7fb04e35d8,84,1,124.9,5,2,2,522
45432,78c8986ae34f3ea1cbeeed9c5ad29f40,61,1,148.0,5,2,2,522
45438,78ce1d88d4e725232f330abfa2dda705,57,1,122.99,5,2,2,522
45439,78ce8956f81efe3cc1fdad3544381d20,55,2,38.98,5,5,5,555
45444,78d3ee0870e91f6ee67363695e0a705b,99,1,264.0,5,1,1,511
45448,78d5661572968e9b17462be561afa42c,50,1,169.99,5,2,2,522
45458,78dbb0a0c4b3d6ca743616323a56c47b,105,1,25.99,5,5,5,555
45462,78deda4b6546083ddaa5e6d5d11b593a,81,1,186.6,5,1,1,511
45465,78e0ffa402b3adede5ccf60d0976f89a,62,1,139.0,5,2,2,522
45466,78e1490a885fe6e9680acc9efc7af380,88,2,59.98,5,4,4,544
45470,78e507bc638584ef237fa084dc2b5e42,84,1,84.99,5,3,3,533
45471,78e5e5a5de6f4de446c8eb4509755a13,76,1,38.5,5,5,5,555
45472,78e7af7a67e984349c77cc89472bb72d,119,1,79.0,5,3,3,533
45474,78e8c81575c4ddb29ec962d8824a4afe,115,1,49.99,5,4,4,544
45483,78ee827873e4946a08fd80efaf75140d,102,1,99.0,5,3,3,533
45495,78f9a490b37c9cd175cd731e24e9b598,97,2,3760.0,5,1,1,511
45497,78fb9eea9d926e3bda5305d45cf2c740,69,1,29.9,5,5,5,555
45504,78ff784a06d3925ede271f892dd08547,53,2,55.8,5,4,4,544
45530,790f3750b9619d5eaac692a81cb655d1,50,1,49.9,5,4,4,544
45532,79101712eda4b5d48da47568e1720514,124,1,294.0,5,1,1,511
45533,7911c4a4ae2d5749ce6f3e40fbdeb5e5,62,1,69.9,5,3,3,533
45543,79183cd650e2bb0d475b0067d45946ac,77,2,120.0,5,2,2,522
45544,7919c98d539dbe20896f917500ffdba6,64,1,179.0,5,2,2,522
45546,791b43e8ebbd6abf0ad946fe9f2e1cac,75,1,189.0,5,1,1,511
45553,7920168915a313d4b9ce4a74d00c9554,74,1,39.9,5,4,5,545
45560,792574dd1d569043cd8e45afbfddb215,75,2,59.8,5,4,4,544
45564,7928c61e59aa688fdb5a7b06f21dd431,81,1,99.9,5,3,3,533
45574,792e0b99080e4e1ed931c023ad523a5f,119,1,149.9,5,2,2,522
45576,7930549f156eea2b01b0fc2fdd323063,25,1,69.99,5,3,3,533
45591,793cedb8195559c0baac76414a3fd0de,98,1,116.25,5,2,2,522
45605,794b7a5f4b3ce4dcb5ad02975a234353,63,1,57.9,5,4,4,544
45607,794c653990d6308974884f5fe235a9a7,48,1,35.94,5,5,5,555
45608,794e36931413a3c109957ee1df3b6567,120,2,71.8,5,3,3,533
45611,794fe2466017e1c5dd5a563bcfe4d745,116,1,145.0,5,2,2,522
45616,795212349b7312d0372f15dbae9c6973,78,1,88.0,5,3,3,533
45618,7954357131868773f331dc295e44c114,63,1,64.99,5,4,4,544
45627,7957a6e03d999fe1c2ec39471bbbb09a,113,1,39.99,5,4,4,544
45634,795b085cc42ddd4b1f21acf716c176e5,67,1,173.93,5,2,2,522
45648,796719bd21d5e64cb7a86d90781b9cbc,70,1,100.0,5,3,3,533
45651,796790170a4dcafd7af4dc575f28aa73,122,1,62.0,5,4,4,544
45654,7969cf61f33d9ffc12386debfb42c2c1,63,1,30.0,5,5,5,555
45657,796aacb2684847829b6fb8ce7b927511,75,1,39.99,5,4,4,544
45658,796b1e83d2357fa922a37e5d007f8923,78,1,89.9,5,3,3,533
45662,796d05b11c21234c1840086faa0be307,103,2,69.8,5,3,3,533
45664,796e0c6b3690401bd5592b7ce89be9f2,63,1,170.0,5,2,2,522
45670,7971bf17081196035ea5dc10000cb21f,97,1,259.0,5,1,1,511
45675,797472460f0cedec7cf30016d1304f63,130,1,1377.5,5,1,1,511
45679,7976fcdfd283f91c4823592a96853e0d,49,1,129.9,5,2,2,522
45702,7987b6603447377559edba58464a6759,47,1,139.49,5,2,2,522
45708,798e3b388112b81765f14f2bef1f9eb1,50,1,249.0,5,1,1,511
45713,7992bf55255b4be39d582eadce86b18a,49,1,79.9,5,3,3,533
45719,79985af478adf04cac1894e96068bb5d,110,1,89.9,5,3,3,533
45730,799d6b19e5ec98c1b865f2382a1e2503,75,1,36.75,5,5,5,555
45734,79a0a48f090029fdb61ab96f1c7127b0,125,1,145.9,5,2,2,522
45743,79a80f2e0e8e96f8e5be6d0cf1c49de8,117,3,329.96999999999997,5,1,1,511
45746,79a998553427e62e97245120b8009ea5,127,1,43.0,5,4,4,544
45760,79b4c20b6bd8e73a360328f99c5242a4,81,1,155.97,5,2,2,522
45763,79b516ac255abbf7531ea1ea5b43d0db,127,1,179.0,5,2,2,522
45767,79bb740237c04c4a93ec282b659952be,105,1,294.0,5,1,1,511
45774,79bf49fff32de9cb236d31bcffa1d6ef,68,1,189.9,5,1,1,511
45782,79c37f22a1a04079311e56fd75bdc47f,119,1,12.9,5,5,5,555
45785,79c5eed952e748a096abe752f04b6478,96,1,26.5,5,5,5,555
45791,79cb6eaafbdbcb9d443dd5ebd01e016c,116,1,119.9,5,2,2,522
45793,79ce39c174104d81e55e38e2912d437c,116,1,29.9,5,5,5,555
45807,79d759965d96166fd8926ab2c6353747,118,1,194.99,5,1,1,511
45808,79d7e956c2d03b3e3113f470935ed88d,126,1,29.8,5,5,5,555
45811,79d9271e1bd3984404a8b296a6de3c42,70,1,29.99,5,5,5,555
45812,79d9a9799118ba3d40c7ffb9969e5d1d,76,1,75.0,5,3,3,533
45814,79da4122efa01df877a02a7d0d0b58bc,64,1,16.9,5,5,5,555
45816,79dd597ff7e371b512f0a22caf4a08dd,50,1,50.0,5,4,4,544
45828,79e2f6247cc5228c7deee6c5f8987669,103,1,40.35,5,4,4,544
45829,79e35a8cf48a05893167fd04dbd226a8,83,1,95.0,5,3,3,533
45830,79e3ba6298327f701c453dedbd155600,68,1,127.5,5,2,2,522
45833,79e482fbb9811d4ba4eb9249661c0194,126,1,67.99,5,4,4,544
45834,79e4ac5ef12e80fa1a850417b9c2156a,85,1,27.9,5,5,5,555
45836,79e58052cb3d1b4b88bad283a132936c,64,1,139.9,5,2,2,522
45838,79e85e4334a170f7aa57a81ce4988de7,113,1,238.4,5,1,1,511
45844,79eab0bc9d12d1f7159dc835137aac35,118,1,240.0,5,1,1,511
45847,79ebb74bcfcaf62a7231989dc05cf593,61,1,109.9,5,2,3,523
45849,79ef93ae53cf11433ff20305d4d04e2f,78,1,78.0,5,3,3,533
45851,79f1c4e66471c5f6e5c5fe4e45d1273c,112,2,239.0,5,1,1,511
45858,79f895a52c8f46cdff6fd6e8763963cb,117,1,399.0,5,1,1,511
45861,79fb28ad325a5e9f1d462bf813c5b2b6,126,1,199.9,5,1,1,511
45862,79fb413fa9fc055b6da5fdcc04315f94,70,1,8.0,5,5,5,555
45865,79fe689fc7ef8ebf72cfef260273c6ed,99,1,29.9,5,5,5,555
45866,79ff2869fac443ef6347d6ca410561b7,77,1,79.9,5,3,3,533
45872,7a0512170b6b35f50a4a604cba1f5ed0,68,1,79.99,5,3,3,533
45879,7a091f9ed8eb69891c389f7fe03f19ae,120,1,199.0,5,1,1,511
45901,7a194ec1ed0cfbe0a4669b9d05d6a287,109,2,129.98,5,2,2,522
45908,7a1cfeb806ebb04fca2103766f26e08e,78,1,16.22,5,5,5,555
45916,7a22c778c1f161c7afa6038a8008135f,126,1,369.0,5,1,1,511
45924,7a24f850592485f402c7038ca51efe3b,49,2,37.98,5,5,5,555
45926,7a280344ab17d6b3ca09592444f943b4,81,1,109.9,5,2,3,523
45928,7a29b4042f8b37bb8115c65ff414b808,98,1,89.0,5,3,3,533
45934,7a2bb71483b10a964f33808a1df0bf41,118,1,118.0,5,2,2,522
45945,7a3021c54104f38d7628434dc0e748bc,112,1,91.55,5,3,3,533
45947,7a3057da37cb5d48e6f526f1877419a4,53,1,172.5,5,2,2,522
45957,7a37b4155f68fadf391ca54d5ac9b719,109,1,169.9,5,2,2,522
45959,7a38bbf1ab93ed3d05e54c57d7e5f66d,78,1,40.9,5,4,4,544
45966,7a3c61993e2404bcfa34a29e12a6ef97,48,1,289.75,5,1,1,511
45972,7a40fc1758e9b16f982192f2ce2736ea,98,1,139.9,5,2,2,522
45987,7a49b5bd9eedd0959226f6b7efd43d0f,101,1,249.9,5,1,1,511
45994,7a4c94706d298eaa66cae2aff0cf11c9,123,1,94.0,5,3,3,533
45995,7a4cb15a23deeec4682b3661b0fce930,109,1,219.9,5,1,1,511
45997,7a4e42927347804cbbc5b584d003bef6,49,1,959.99,5,1,1,511
45999,7a4f3a868af0521a7f527d78f5fa2390,94,1,25.0,5,5,5,555
46007,7a52f913ac1ee1a5e6dc2d38423bb756,81,1,22.32,5,5,5,555
46015,7a5846ef7b6f7d58630bb4b0aafe2858,126,1,195.9,5,1,1,511
46021,7a5af48bab8a9cd08b729db964a4f8f3,69,1,89.9,5,3,3,533
46022,7a5d50a89a0ad890e129b405db3805de,92,1,389.9,5,1,1,511
46024,7a5f00b8eaeff82f1d3be0ff6ef8035e,102,2,130.0,5,2,2,522
46026,7a60c49de204bb732d997d4382b7a0ec,48,1,19.0,5,5,5,555
46027,7a60d482d82b2ff409a49d3c0529048d,68,1,49.9,5,4,4,544
46036,7a679d5d672af90243ba392f23eaec66,57,1,49.91,5,4,4,544
46043,7a6db14451dc639c79aed1792daf330d,118,1,29.49,5,5,5,555
46044,7a6df604a8e7425753aa476b3b0a15c9,117,1,69.9,5,3,3,533
46047,7a6efb60c302156494da22b34769c01d,63,1,194.89,5,1,1,511
46051,7a70359d3aebf020c96e6659cea51b35,67,1,45.0,5,4,4,544
46052,7a704fc433bd27f103e167b4898c831d,97,1,79.9,5,3,3,533
46053,7a712c6f68eb4f82e3476a2b15aae037,102,1,63.99,5,4,4,544
46059,7a73b87a6eb83ca9c6e2e8c0b2f03161,96,1,38.9,5,5,5,555
46061,7a74aa94eccd47b6c280dd22bdfaa5d2,50,1,137.9,5,2,2,522
46070,7a7d6b506791478fbec785458412fd17,61,1,34.5,5,5,5,555
46072,7a80d4e0354a7e5622cbcfdb831a5d57,60,1,74.0,5,3,3,533
46073,7a81429a083c668d1366e07c37d4deb6,108,1,74.0,5,3,3,533
46075,7a83a95f0d08cc419552f5ec647db491,106,1,40.0,5,4,4,544
46077,7a84164f936f2435540fbbb12b241930,120,4,62.7,5,4,4,544
46078,7a8425b03cffa0ddba84d4277b7a4e7e,70,1,9.88,5,5,5,555
46079,7a8497861d01f7d387a2ad4d4504d6b9,102,2,178.0,5,2,2,522
46086,7a89b15bf8829df6c7177436d09aa9af,48,1,340.0,5,1,1,511
46095,7a94daa481a6da66609f5d721c4cecee,47,1,92.97,5,3,3,533
46106,7a9ba3048545535bc0c1d412fa47f829,56,2,398.0,5,1,1,511
46115,7aa26efe875af01d3a224f7f0c029bb2,46,1,26.5,5,5,5,555
46123,7aa5e48a919e52f158907a0816e454cc,54,1,49.9,5,4,4,544
46124,7aa5f0e2de31e0209ba5a43addba9a5f,84,1,549.0,5,1,1,511
46127,7aa6b791c1e47633122b949ed9d51b83,95,1,99.0,5,3,3,533
46140,7aafcf87d5a51f369f4a527a30cfa338,54,1,27.9,5,5,5,555
46146,7ab1e0974193f60d5db1140b566919bb,118,1,29.1,5,5,5,555
46151,7ab483b1f17bdd6c1f0707325eebb01a,97,1,189.0,5,1,1,511
46158,7abba8fbc4eb6715f25a9e6b281eff0e,103,2,39.98,5,4,4,544
46159,7abc6cfbe8ecbdf83cd1618518cb7cd9,103,1,118.8,5,2,2,522
46167,7ac184c768bab5786e54dd40a85f390c,71,1,79.99,5,3,3,533
46169,7ac341a526beac4680eab4b88c32619a,64,1,49.9,5,4,4,544
46173,7ac6d2ac9e318ec647bf58a9049707b2,49,1,135.0,5,2,2,522
46178,7ac830df7375159599fce33ddfdca903,77,1,539.0,5,1,1,511
46182,7ac99a97fd540a8add7900eec14ecc2b,70,1,1429.9,5,1,1,511
46202,7ada4336f7dfa49d1be7bc1b14e3cd10,61,1,49.9,5,4,4,544
46210,7ae079405bb999ea70d1c458cbf2e82c,113,1,102.62,5,3,3,533
46211,7ae21bd509e4bd3d0a7a19bd53e4e943,95,1,118.0,5,2,2,522
46224,7ae7917808e8d491a803de9684da13bc,118,1,108.0,5,3,3,533
46230,7aefa0c15552ee42410371aa80e29154,109,1,66.99,5,4,4,544
46237,7af79c8f9ecbb3aa777e5688430cc480,124,1,1377.5,5,1,1,511
46240,7af9d19891847b24d1003c709349774f,67,1,140.75,5,2,2,522
46243,7afb28b4054bfccfe93c5d52982a46a4,102,1,149.9,5,2,2,522
46251,7afed877f51f362443ba1bdb49d9577e,68,1,154.91,5,2,2,522
46259,7b04de8a33e536fbb4d6a69451277537,53,1,140.0,5,2,2,522
46262,7b07399a09c03f0e2f898eddc04cefb1,50,1,69.9,5,3,3,533
46264,7b078f45ddc9d732593d82b727733a56,110,1,65.99,5,4,4,544
46270,7b0e5d9d1949bce0504d928d8897dead,68,1,64.9,5,4,4,544
46276,7b11c617863d7b6170f508363593b4bb,130,1,105.0,5,3,3,533
46281,7b145ff64333cc07e73ced4d598ba9cf,116,1,89.99,5,3,3,533
46285,7b16a7b38ec55ffe9998a48d2b86ca0a,95,1,109.9,5,2,3,523
46287,7b18513ebd2fce36ff6408b7805252d6,88,1,23.99,5,5,5,555
46293,7b1d2286eac4c621d4c25dc9347c6dbe,64,2,299.8,5,1,1,511
46300,7b223c067f465acef7f67a7ec41004a3,128,1,37.0,5,5,5,555
46306,7b25145539f38697d2da83bce9cb8725,120,1,499.9,5,1,1,511
46315,7b279dc9e0abc09f5307f5790a188935,105,1,189.0,5,1,1,511
46325,7b2ff9be0c86252de722d6287c6d9668,97,1,779.9,5,1,1,511
46335,7b371405c7e0b654edfe362e09d6a0e2,78,1,49.9,5,4,4,544
46336,7b380de32815f7e1c096e0ac24c212b9,72,1,49.9,5,4,4,544
46342,7b3a3ec1498bfbfa893ff037034cd0a9,57,1,24.99,5,5,5,555
46344,7b3bcacef7cca9f803ce7ca9f3c43285,49,1,199.9,5,1,1,511
46349,7b3eb812221b3f3b1f3995cb15ee73c2,97,3,60.8,5,4,4,544
46358,7b4728d74f0ce27ff4e8da81a5891c47,118,1,128.9,5,2,2,522
46361,7b48b5b2beaf6c45ae643345213f3f5b,104,1,159.9,5,2,2,522
46365,7b4bdf82b4991c98ec43c904139f5190,55,1,301.0,5,1,1,511
46367,7b4d6586d0a0a1fdb26a1b2ed89e21e9,99,1,120.38,5,2,2,522
46368,7b4ed170927898dcffff911ace8c5d76,95,1,28.99,5,5,5,555
46370,7b529b315922db17e9270e88c72d6773,55,1,166.9,5,2,2,522
46372,7b54188e50749f77061e68aa39796d3f,60,2,64.0,5,4,4,544
46374,7b54af8469cc5523cff664b14aad6a8d,50,1,84.99,5,3,3,533
46383,7b5d824ef05303b0260d358a1adf9b2c,109,1,119.88,5,2,2,522
46392,7b644947ddfb4ce44b021b38a86280ae,101,1,59.99,5,4,4,544
46397,7b66afe859de8d2c1e6b143c26a6b4b1,77,1,59.9,5,4,4,544
46402,7b6af10470b26c401d18e3083e271339,113,2,179.8,5,2,2,522
46406,7b6c535bcfb880d63f8e01d209ef180f,50,1,169.0,5,2,2,522
46410,7b6d1cb3dfe690a0b491f784fbd9db64,56,1,14.85,5,5,5,555
46418,7b709eb982ab76c0e6722741a0c12f70,78,1,120.0,5,2,2,522
46434,7b7e5711bfaa0c6b06bc6328453fae8b,48,1,17.77,5,5,5,555
46443,7b85982525589aa280870b2dd3d4fceb,62,1,122.99,5,2,2,522
46446,7b87e4074ae4ee57ef2f7a7df19fd937,102,1,69.86,5,3,3,533
46448,7b87f9d9260375df2715f4891755159d,119,1,66.99,5,4,4,544
46450,7b8965a4cad877c5c7e3a07f7ded23d0,104,1,79.99,5,3,3,533
46456,7b913a2d826245167f82b67681578ce2,88,1,97.0,5,3,3,533
46465,7b94d40f0c7081bad6479daa01ef73f6,50,1,19.9,5,5,5,555
46469,7b96dee726547b301a45154e0eacde00,83,1,122.99,5,2,2,522
46477,7b9b8d7961c1d95d51f951fd8fb67229,118,1,69.9,5,3,3,533
46482,7b9ceeead56783d37ce8c18f1671dbda,67,1,170.0,5,2,2,522
46486,7ba25938d3d2de27a81b3af43e2c5a51,82,2,39.98,5,4,4,544
46489,7ba45738393d29e95932601bd28031bc,103,1,24.9,5,5,5,555
46491,7ba55e28fb6e70a1e8c52759b2e107ad,109,2,178.0,5,2,2,522
46492,7ba6760dc784ed6b1aeabe0500dc40b8,126,1,159.0,5,2,2,522
